job_id,num_gpu,submit_time,iterations,model_name,duration,interval
384,100,79,4861000000000000,resnet152,18000000,28000
385,100,79,4861000000000000,resnet152,18000000,28000
386,100,79,4861000000000000,resnet152,18000000,28000
387,100,79,4861000000000000,resnet152,18000000,28000
388,100,79,4861000000000000,resnet152,18000000,28000
389,100,79,4861000000000000,resnet152,18000000,28000
390,100,79,4861000000000000,resnet152,18000000,28000
391,100,79,4861000000000000,resnet152,18000000,28000
392,100,79,4861000000000000,resnet152,18000000,28000
393,100,79,4861000000000000,resnet152,18000000,28000
394,100,79,4861000000000000,resnet152,18000000,28000
395,100,79,4861000000000000,resnet152,18000000,28000
396,100,79,4861000000000000,resnet152,18000000,28000
397,100,79,4861000000000000,resnet152,18000000,28000
398,100,79,4861000000000000,resnet152,18000000,28000
399,100,79,4861000000000000,resnet152,18000000,28000
400,100,79,4861000000000000,resnet152,18000000,28000
401,100,79,4861000000000000,resnet152,18000000,28000
402,100,79,4861000000000000,resnet152,18000000,28000
403,100,79,4861000000000000,resnet152,18000000,28000
404,100,79,4861000000000000,resnet152,18000000,28000
405,100,79,4861000000000000,resnet152,18000000,28000
406,100,79,4861000000000000,resnet152,18000000,28000
407,100,79,4861000000000000,resnet152,18000000,28000
408,100,79,4861000000000000,resnet152,18000000,28000
409,100,79,4861000000000000,resnet152,18000000,28000
410,100,79,4861000000000000,resnet152,18000000,28000
411,100,79,4861000000000000,resnet152,18000000,28000
412,100,79,4861000000000000,resnet152,18000000,28000
413,100,79,4861000000000000,resnet152,18000000,28000
414,100,79,4861000000000000,resnet152,18000000,28000
415,100,79,4861000000000000,resnet152,18000000,28000
416,100,79,4861000000000000,resnet152,18000000,28000
417,100,79,4861000000000000,resnet152,18000000,28000
418,100,79,4861000000000000,resnet152,18000000,28000
419,100,79,4861000000000000,resnet152,18000000,28000
420,100,79,4861000000000000,resnet152,18000000,28000
421,100,79,4861000000000000,resnet152,18000000,28000
422,100,79,4861000000000000,resnet152,18000000,28000
423,100,79,4861000000000000,resnet152,18000000,28000
424,100,79,4861000000000000,resnet152,18000000,28000
425,100,79,4861000000000000,resnet152,18000000,28000
426,100,79,4861000000000000,resnet152,18000000,28000
427,100,79,4861000000000000,resnet152,18000000,28000
428,100,79,4861000000000000,resnet152,18000000,28000
429,100,79,4861000000000000,resnet152,18000000,28000
430,100,79,4861000000000000,resnet152,18000000,28000
431,100,79,4861000000000000,resnet152,18000000,28000
432,100,79,4861000000000000,resnet152,18000000,28000
433,100,79,4861000000000000,resnet152,18000000,28000
434,100,79,4861000000000000,resnet152,18000000,28000
435,100,79,4861000000000000,resnet152,18000000,28000
436,100,79,4861000000000000,resnet152,18000000,28000
437,100,79,4861000000000000,resnet152,18000000,28000
438,100,79,4861000000000000,resnet152,18000000,28000
439,100,79,4861000000000000,resnet152,18000000,28000
440,100,79,4861000000000000,resnet152,18000000,28000
441,100,79,4861000000000000,resnet152,18000000,28000
442,100,79,4861000000000000,resnet152,18000000,28000
443,100,79,4861000000000000,resnet152,18000000,28000
444,100,79,4861000000000000,resnet152,18000000,28000
445,100,79,4861000000000000,resnet152,18000000,28000
446,100,79,4861000000000000,resnet152,18000000,28000
447,100,79,4861000000000000,resnet152,18000000,28000
448,100,79,4861000000000000,resnet152,18000000,28000
449,100,79,4861000000000000,resnet152,18000000,28000
450,100,79,4861000000000000,resnet152,18000000,28000
451,100,79,4861000000000000,resnet152,18000000,28000
452,100,79,4861000000000000,resnet152,18000000,28000
453,100,79,4861000000000000,resnet152,18000000,28000
454,100,79,4861000000000000,resnet152,18000000,28000
455,100,79,4861000000000000,resnet152,18000000,28000
456,100,79,4861000000000000,resnet152,18000000,28000
457,100,79,4861000000000000,resnet152,18000000,28000
458,100,79,4861000000000000,resnet152,18000000,28000
459,100,79,4861000000000000,resnet152,18000000,28000
460,100,79,4861000000000000,resnet152,18000000,28000
461,100,79,4861000000000000,resnet152,18000000,28000
462,100,79,4861000000000000,resnet152,18000000,28000
463,100,79,4861000000000000,resnet152,18000000,28000
464,100,79,4861000000000000,resnet152,18000000,28000
465,100,79,4861000000000000,resnet152,18000000,28000
466,100,79,4861000000000000,resnet152,18000000,28000
467,100,79,4861000000000000,resnet152,18000000,28000
468,100,79,4861000000000000,resnet152,18000000,28000
469,100,79,4861000000000000,resnet152,18000000,28000
470,100,79,4861000000000000,resnet152,18000000,28000
471,100,79,4861000000000000,resnet152,18000000,28000
472,100,79,4861000000000000,resnet152,18000000,28000
473,100,79,4861000000000000,resnet152,18000000,28000
474,100,79,4861000000000000,resnet152,18000000,28000
475,100,79,4861000000000000,resnet152,18000000,28000
476,100,79,4861000000000000,resnet152,18000000,28000
477,100,79,4861000000000000,resnet152,18000000,28000
478,100,79,4861000000000000,resnet152,18000000,28000
479,100,79,4861000000000000,resnet152,18000000,28000
480,100,79,4861000000000000,resnet152,18000000,28000
481,100,79,4861000000000000,resnet152,18000000,28000
482,100,79,4861000000000000,resnet152,18000000,28000
483,100,79,4861000000000000,resnet152,18000000,28000
484,100,79,4861000000000000,resnet152,18000000,28000
485,100,79,4861000000000000,resnet152,18000000,28000
486,100,79,4861000000000000,resnet152,18000000,28000
487,100,79,4861000000000000,resnet152,18000000,28000
488,100,79,4861000000000000,resnet152,18000000,28000
489,100,79,4861000000000000,resnet152,18000000,28000
490,100,79,4861000000000000,resnet152,18000000,28000
491,100,79,4861000000000000,resnet152,18000000,28000
492,100,79,4861000000000000,resnet152,18000000,28000
493,100,79,4861000000000000,resnet152,18000000,28000
494,100,79,4861000000000000,resnet152,18000000,28000
495,100,79,4861000000000000,resnet152,18000000,28000
496,100,79,4861000000000000,resnet152,18000000,28000
497,100,79,4861000000000000,resnet152,18000000,28000
498,100,79,4861000000000000,resnet152,18000000,28000
499,100,79,4861000000000000,resnet152,18000000,28000
500,100,79,4861000000000000,resnet152,18000000,28000
